Entity,Year,CO2PerCapita,MeatSupplyKgPerCap,Code,Urban_Percentage,GDP_Per_Capita,Oils per-capita,meat per-capita,Food per-capita,Urban_Percentage_mean,GDP_Per_Capita_mean,Oils per-capita_mean,meat per-capita_mean,Food per-capita_mean,Country
Liechtenstein,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Liechtenstein
Lithuania,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Lithuania
Luxembourg,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Luxembourg
Macedonia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Macedonia
Madagascar,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Madagascar
Malawi,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Malawi
Malaysia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Malaysia
Maldives,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Maldives
Mali,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mali
Malta,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Malta
Marshall Islands,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Marshall Islands
Mauritania,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mauritania
Mauritius,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mauritius
Mexico,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mexico
Micronesia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Micronesia
Moldova,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Moldova
Mongolia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mongolia
Montenegro,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Montenegro
Morocco,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Morocco
Mozambique,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Mozambique
Myanmar,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Myanmar
Namibia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Namibia
Nauru,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Nauru
Nepal,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Nepal
Netherlands,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Netherlands
New Zealand,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,New Zealand
Nicaragua,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Nicaragua
Niger,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Niger
Nigeria,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Nigeria
North Korea,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,North Korea
Norway,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Norway
Oman,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Oman
Pakistan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Pakistan
Palau,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Palau
Palestine,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Palestine
Panama,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Panama
Papua New Guinea,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Papua New Guinea
Paraguay,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Paraguay
Peru,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Peru
Philippines,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Philippines
Poland,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Poland
Portugal,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Portugal
Qatar,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Qatar
Romania,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Romania
Russia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Russia
Rwanda,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Rwanda
Saint Kitts and Nevis,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Saint Kitts and Nevis
Saint Lucia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Saint Lucia
Saint Vincent and the Grenadines,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Saint Vincent and the Grenadines
Samoa,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Samoa
San Marino,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,San Marino
Sao Tome and Principe,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Sao Tome and Principe
Saudi Arabia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Saudi Arabia
Senegal,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Senegal
Serbia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Serbia
Seychelles,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Seychelles
Sierra Leone,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Sierra Leone
Singapore,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Singapore
Slovakia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Slovakia
Slovenia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Slovenia
Solomon Islands,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Solomon Islands
Somalia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Somalia
South Africa,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,South Africa
South Korea,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,South Korea
South Sudan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,South Sudan
Spain,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Spain
Sri Lanka,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Sri Lanka
Sudan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Sudan
Suriname,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Suriname
Swaziland,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Swaziland
Sweden,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Sweden
Switzerland,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Switzerland
Syria,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Syria
Taiwan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Taiwan
Tajikistan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Tajikistan
Tanzania,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Tanzania
Thailand,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Thailand
Timor,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Timor
Togo,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Togo
Tonga,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Tonga
Trinidad and Tobago,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Trinidad and Tobago
Tunisia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Tunisia
Turkey,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Turkey
Turkmenistan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Turkmenistan
Tuvalu,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Tuvalu
Uganda,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Uganda
Ukraine,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Ukraine
United Arab Emirates,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,United Arab Emirates
United Kingdom,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,United Kingdom
United States,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,United States
Uruguay,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Uruguay
Uzbekistan,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Uzbekistan
Vanuatu,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Vanuatu
Vatican,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Vatican
Venezuela,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Venezuela
Vietnam,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Vietnam
Yemen,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Yemen
Zambia,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Zambia
Zimbabwe,2008.0,0.1538186,12.15,AFG,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,57.338800000000006,5733.8,0.0,0.7262528522908348,0.041985644048643786,Zimbabwe
